pixel_id,label,class_name,zone,split,elevation,landforms,.geo
1730,1,Grapes,CA_Zone2,test,93,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.38322047947582,36.53753605637738]}"
1731,1,Grapes,CA_Zone2,test,72,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02048076774837,36.72294833101965]}"
1733,1,Grapes,CA_Zone2,test,67,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.09324430576206,36.75501818666271]}"
1734,1,Grapes,CA_Zone2,test,63,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16277390875291,36.8962333493263]}"
1735,1,Grapes,CA_Zone2,test,69,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06683383640893,36.76202504587884]}"
1736,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03611145369206,36.56367703114526]}"
1737,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21424737453296,36.83721403515965]}"
1738,1,Grapes,CA_Zone2,test,67,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12504466681989,36.760677572952666]}"
1740,1,Grapes,CA_Zone2,test,79,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06036596636328,36.88087215796786]}"
1741,1,Grapes,CA_Zone2,test,54,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16277390875291,36.6248523019938]}"
1742,1,Grapes,CA_Zone2,test,76,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06144394470422,36.874134793336964]}"
1743,1,Grapes,CA_Zone2,test,93,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.49371325942253,36.62673876409045]}"
1747,1,Grapes,CA_Zone2,test,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04446578583436,36.689800497035634]}"
1748,1,Grapes,CA_Zone2,test,107,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.36327788016837,36.48471511767115]}"
1749,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01131795185034,36.541847969741156]}"
1750,1,Grapes,CA_Zone2,test,68,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13097354769508,36.86119905324564]}"
1751,1,Grapes,CA_Zone2,test,73,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10591055126814,36.8781772121155]}"
1752,1,Grapes,CA_Zone2,test,76,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00107715761138,36.733458619843844]}"
1753,1,Grapes,CA_Zone2,test,65,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1086054971205,36.78654905313531]}"
1755,1,Grapes,CA_Zone2,test,71,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.09836470288153,36.82724273550592]}"
1757,1,Grapes,CA_Zone2,test,70,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15037715783205,36.89569436015583]}"
1759,1,Grapes,CA_Zone2,test,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17678762718516,36.828320713846864]}"
1760,1,Grapes,CA_Zone2,test,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17058925172475,36.84691584022814]}"
1762,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02236722984502,36.52001890833705]}"
1763,1,Grapes,CA_Zone2,test,48,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.34198780793474,36.895155370985364]}"
1766,1,Grapes,CA_Zone2,test,74,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10456307834195,36.84179544310866]}"
1767,1,Grapes,CA_Zone2,test,49,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3619304072422,36.85985158031946]}"
1768,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03206903491352,36.58173316835606]}"
1769,1,Grapes,CA_Zone2,test,66,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00808401682752,36.62054038863002]}"
1770,1,Grapes,CA_Zone2,test,83,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01832481106649,36.88653154425781]}"
1772,1,Grapes,CA_Zone2,test,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12100224804135,36.70812612883168]}"
1773,1,Grapes,CA_Zone2,test,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16331289792336,36.822930822142155]}"
1774,1,Grapes,CA_Zone2,test,71,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12100224804135,36.86119905324564]}"
1775,1,Grapes,CA_Zone2,test,61,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0199417785779,36.61622847526625]}"
1777,1,Grapes,CA_Zone2,test,53,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15037715783205,36.6076046485387]}"
1778,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11803780760374,36.77415230221446]}"
1779,1,Grapes,CA_Zone2,test,65,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10240712166006,36.81727143585219]}"
1780,1,Grapes,CA_Zone2,test,72,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07761361981838,36.782776128942004]}"
1781,1,Grapes,CA_Zone2,test,82,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00053816844091,36.78035067767489]}"
1782,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01482138145842,36.54427342100827]}"
1783,1,Grapes,CA_Zone2,test,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12450567764941,36.711090569269274]}"
1787,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11291741048427,36.481211688063084]}"
1788,1,Grapes,CA_Zone2,test,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17166723006568,36.76984038885068]}"
1790,1,Grapes,CA_Zone2,test,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14956867407633,36.4429434569596]}"
1792,1,Grapes,CA_Zone2,test,82,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01536037062888,36.843681905205315]}"
1795,1,Grapes,CA_Zone2,test,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15199412534346,36.436206092328696]}"
1796,1,Grapes,CA_Zone2,test,50,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3123434035588,36.86955338538795]}"
1798,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20804899907253,36.82966818677305]}"
1799,1,Grapes,CA_Zone2,test,83,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01562986521412,36.88087215796786]}"
1800,1,Grapes,CA_Zone2,test,76,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03772842120347,36.80325771741993]}"
1802,1,Grapes,CA_Zone2,test,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11857679677422,36.56744995533856]}"
1804,1,Grapes,CA_Zone2,test,51,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30641452268361,36.87467378250743]}"
1805,1,Grapes,CA_Zone2,test,58,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00862300599799,36.49037450396111]}"
1806,1,Grapes,CA_Zone2,test,76,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07357120103984,36.83478858389253]}"
1809,1,Grapes,CA_Zone2,test,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02910459447591,36.58550609254936]}"
1810,1,Grapes,CA_Zone2,test,79,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02182824067455,36.839639486426776]}"
1813,1,Grapes,CA_Zone2,test,60,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21640333121483,36.79463389069238]}"
1819,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11830730218898,36.563946525730486]}"
1821,1,Grapes,CA_Zone2,test,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11156993755809,36.727260244383416]}"
1823,1,Grapes,CA_Zone2,test,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15334159826965,36.58793154381648]}"
1824,1,Grapes,CA_Zone2,test,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27596163455196,36.871709342069835]}"
1825,1,Grapes,CA_Zone2,test,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0274876269645,36.60032829473733]}"
1826,1,Grapes,CA_Zone2,test,77,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05955748260757,36.86524147202418]}"
1829,1,Grapes,CA_Zone2,test,56,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04338780749342,36.520827392092755]}"
1830,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0266791432088,36.56367703114526]}"
1831,1,Grapes,CA_Zone2,test,80,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04338780749342,36.82346981131262]}"
1833,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01859430565172,36.53564959428073]}"
1834,1,Grapes,CA_Zone2,test,69,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.09863419746677,36.818618908778376]}"
1835,1,Grapes,CA_Zone2,test,70,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14256181486022,36.88221963089404]}"
1836,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21182192326583,36.84691584022814]}"
1837,1,Grapes,CA_Zone2,test,55,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2349984575961,36.8029882228347]}"
1839,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11561235633663,36.48228966640403]}"
1840,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02182824067455,36.50142378195577]}"
1841,1,Grapes,CA_Zone2,test,60,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02694863779402,36.58361963045271]}"
1843,1,Grapes,CA_Zone2,test,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21828979331148,36.62673876409045]}"
1844,1,Grapes,CA_Zone2,test,82,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01805531648125,36.8894959846954]}"
1845,1,Grapes,CA_Zone2,test,78,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2905143421547,36.504118727808134]}"
1846,1,Grapes,CA_Zone2,test,81,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02021127316314,36.84017847559724]}"
1847,1,Grapes,CA_Zone2,test,78,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02937408906115,36.77037937802116]}"
1848,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06764232016465,36.597363854299736]}"
1849,1,Grapes,CA_Zone2,test,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06872029850558,36.680368186552386]}"
1851,1,Grapes,CA_Zone2,test,72,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11210892672855,36.88221963089404]}"
1852,1,Grapes,CA_Zone2,test,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08138654401168,36.87709923377456]}"
1853,1,Grapes,CA_Zone2,test,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30749250102456,36.87602125543361]}"
1854,1,Grapes,CA_Zone2,test,55,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23580694135183,36.80325771741993]}"
1855,1,Grapes,CA_Zone2,test,60,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11695982926281,36.48606259059733]}"
1856,1,Grapes,CA_Zone2,test,60,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16034845748578,36.508430641171906]}"
1857,1,Grapes,CA_Zone2,test,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11749881843328,36.69357342122893]}"
1858,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10806650795001,36.48417612850068]}"
1860,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04473528041959,36.56313804197478]}"
1861,1,Grapes,CA_Zone2,test,62,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03072156198732,36.587392554646016]}"
1864,1,Grapes,CA_Zone2,test,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.47161470343319,36.76202504587884]}"
1865,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0026941251228,36.504118727808134]}"
1868,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04069286164105,36.5760737820661]}"
1870,1,Grapes,CA_Zone2,test,74,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1026766162453,36.83748352974489]}"
1871,1,Grapes,CA_Zone2,test,60,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20777950448729,36.85041926983621]}"
1875,1,Grapes,CA_Zone2,test,56,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23796289803371,36.79032197732861]}"
1876,1,Grapes,CA_Zone2,test,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0064670493161,36.517054467899456]}"
1877,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03665044286251,36.57688226582181]}"
1879,1,Grapes,CA_Zone2,test,52,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22610513628334,36.707048150490735]}"
1885,1,Grapes,CA_Zone2,test,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13555495564408,36.84449038896102]}"
1886,1,Grapes,CA_Zone2,test,75,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06306091221563,36.78762703147625]}"
1888,1,Grapes,CA_Zone2,test,58,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03718943203299,36.503849233222894]}"
1889,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17166723006568,36.77226584011781]}"
1890,1,Grapes,CA_Zone2,test,73,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0304520674021,36.77415230221446]}"
1891,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21128293409535,36.841256453938186]}"
1892,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16627733836097,36.841256453938186]}"
1893,1,Grapes,CA_Zone2,test,65,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16789430587238,36.843681905205315]}"
1895,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04581325876055,36.508430641171906]}"
1897,1,Grapes,CA_Zone2,test,51,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28701091254663,36.8277817246764]}"
1899,1,Grapes,CA_Zone2,test,58,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03611145369206,36.50546620073431]}"
1903,1,Grapes,CA_Zone2,test,55,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07761361981838,36.57742125499229]}"
1906,1,Grapes,CA_Zone2,test,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05713203134044,36.65395771719927]}"
1907,1,Grapes,CA_Zone2,test,72,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04311831290818,36.76633695924262]}"
1908,1,Grapes,CA_Zone2,test,75,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03638094827728,36.77603876431111]}"
1909,1,Grapes,CA_Zone2,test,63,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17031975713951,36.85041926983621]}"
1910,1,Grapes,CA_Zone2,test,78,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0455437641753,36.824817284238804]}"
1911,1,Grapes,CA_Zone2,test,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.31072643604739,36.870361869143665]}"
1912,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12693112891654,36.69653786166653]}"
1913,1,Grapes,CA_Zone2,test,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01832481106649,36.76687594841309]}"
1915,1,Grapes,CA_Zone2,test,51,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15873148997437,36.60895212146488]}"
1917,1,Grapes,CA_Zone2,test,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0972867245406,36.8210443600455]}"
1918,1,Grapes,CA_Zone2,test,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14283130944546,36.83478858389253]}"
1919,1,Grapes,CA_Zone2,test,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.31261289814404,36.873865298751724]}"
1921,1,Grapes,CA_Zone2,test,45,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3589659668046,36.8962333493263]}"
1926,1,Grapes,CA_Zone2,test,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0522811288062,36.53780555096262]}"
1927,1,Grapes,CA_Zone2,test,75,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00538907097516,36.72672125521295]}"
1929,1,Grapes,CA_Zone2,test,74,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07896109274455,36.84880230232479]}"
1930,1,Grapes,CA_Zone2,test,73,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12504466681989,36.86901439621748]}"
1931,1,Grapes,CA_Zone2,test,60,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21640333121483,36.83829201350059]}"
1932,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21532535287389,36.84691584022814]}"
1933,1,Grapes,CA_Zone2,test,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15630603870724,36.43431963023204]}"
1934,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07276271728412,36.75151475705465]}"
1935,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02236722984502,36.42704327643068]}"
1936,1,Grapes,CA_Zone2,test,53,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30991795229167,36.874134793336964]}"
1937,1,Grapes,CA_Zone2,test,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22906957672092,36.806761147028]}"
1938,1,Grapes,CA_Zone2,test,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06198293387469,36.750167284128466]}"
1941,1,Grapes,CA_Zone2,test,55,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15091614700253,36.60841313229441]}"
1942,1,Grapes,CA_Zone2,test,79,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01428239228795,36.80864760912465]}"
1943,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00970098433893,36.58092468460035]}"
1944,1,Grapes,CA_Zone2,test,69,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10159863790436,36.764719991731205]}"
1945,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04904719378337,36.603292735174925]}"
1946,1,Grapes,CA_Zone2,test,79,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00215513595234,36.75501818666271]}"
1947,1,Grapes,CA_Zone2,test,58,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07734412523314,36.60275374600445]}"
1948,1,Grapes,CA_Zone2,test,77,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06898979309082,36.84395139979055]}"
1949,1,Grapes,CA_Zone2,test,81,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01374340311747,36.874134793336964]}"
1950,1,Grapes,CA_Zone2,test,82,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03530296993634,36.89946728434913]}"
1951,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21128293409535,36.86497197743894]}"
1952,1,Grapes,CA_Zone2,test,60,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00619755473087,36.5219053704337]}"
1953,1,Grapes,CA_Zone2,test,80,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02128925150407,36.80999508205083]}"
1954,1,Grapes,CA_Zone2,test,78,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0169773381403,36.76795392675403]}"
1955,1,Grapes,CA_Zone2,test,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.47161470343319,36.76498948631644]}"
1956,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21721181497054,36.84880230232479]}"
1958,1,Grapes,CA_Zone2,test,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0282961107202,36.60194526224875]}"
1959,1,Grapes,CA_Zone2,test,80,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0476997208572,36.824817284238804]}"
1960,1,Grapes,CA_Zone2,test,72,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11183943214333,36.88814851176923]}"
1961,1,Grapes,CA_Zone2,test,70,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13016506393936,36.82966818677305]}"
1963,1,Grapes,CA_Zone2,test,72,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11318690506951,36.872248331240314]}"
1964,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14525676071257,36.71486349346257]}"
1965,1,Grapes,CA_Zone2,test,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23688491969276,36.798137320300455]}"
1966,1,Grapes,CA_Zone2,test,50,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2959042338594,36.78708804230578]}"
1967,1,Grapes,CA_Zone2,test,58,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05416759090285,36.592782446350725]}"
1968,1,Grapes,CA_Zone2,test,48,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23957986554512,36.69653786166653]}"
1969,1,Grapes,CA_Zone2,test,85,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00323311429327,36.85742612905234]}"
1972,1,Grapes,CA_Zone2,test,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0123959301913,36.61488100234007]}"
1973,1,Grapes,CA_Zone2,test,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12908708559843,36.861738042416114]}"
1974,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20751000990205,36.84637685105767]}"
1975,1,Grapes,CA_Zone2,test,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27057174284724,36.77549977514064]}"
1977,1,Grapes,CA_Zone2,test,76,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02155874608931,36.74693334910564]}"
1978,1,Grapes,CA_Zone2,test,72,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.09755621912582,36.824278295068325]}"
1981,1,Grapes,CA_Zone2,test,73,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10159863790436,36.81996638170456]}"
1982,1,Grapes,CA_Zone2,test,73,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00161614678186,36.83209363804017]}"
1984,1,Grapes,CA_Zone2,test,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00835351141276,36.75178425163988]}"
1986,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18433347557178,36.77792522640776]}"
1988,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2048150640497,36.849341291495264]}"
1991,1,Grapes,CA_Zone2,test,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17813510011135,36.849341291495264]}"
1992,1,Grapes,CA_Zone2,test,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28431596669427,36.87763822294502]}"
1994,1,Grapes,CA_Zone2,test,54,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14983816866157,36.6076046485387]}"
1996,1,Grapes,CA_Zone2,test,51,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23661542510752,36.71674995555922]}"
1997,1,Grapes,CA_Zone2,test,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12450567764941,36.84395139979055]}"
2000,1,Grapes,CA_Zone2,test,75,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05255062339143,36.76552847548692]}"
2003,1,Grapes,CA_Zone2,test,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17058925172475,36.835327573063]}"
2004,1,Grapes,CA_Zone2,test,56,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21802029872626,36.79867630947092]}"
2005,1,Grapes,CA_Zone2,test,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12208022638228,36.69788533459271]}"
2006,1,Grapes,CA_Zone2,test,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16223491958243,36.62054038863002]}"
2009,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20238961278257,36.779003204748705]}"
2010,1,Grapes,CA_Zone2,test,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.31018744687691,36.876560244604086]}"
2011,1,Grapes,CA_Zone2,test,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27677011830767,36.78385410728295]}"
2012,1,Grapes,CA_Zone2,test,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12261921555276,36.76364201339026]}"
2013,1,Grapes,CA_Zone2,test,85,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00997047892417,36.871709342069835]}"
2014,1,Grapes,CA_Zone2,test,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16654683294621,36.849341291495264]}"
2015,1,Grapes,CA_Zone2,test,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22906957672092,36.743968908668045]}"
2016,1,Grapes,CA_Zone2,test,81,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29455676093323,36.51409002746186]}"
2018,1,Grapes,CA_Zone2,test,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15361109285487,36.586584070890304]}"
